croacia_probs,croacia_labels
0.34153327,0.0
0.9526908,1.0
0.34644046,1.0
0.61707383,0.0
0.47600642,0.0
0.3496378,0.0
0.31316382,0.0
0.41728148,0.0
0.3285979,1.0
0.30701116,0.0
0.9051211,0.0
0.3752562,0.0
0.726816,0.0
0.3797105,0.0
0.7367358,1.0
0.67895204,0.0
0.39799964,0.0
0.7768054,0.0
0.68797576,0.0
0.86891174,0.0
0.52008414,1.0
0.7725231,0.0
0.41000676,1.0
0.6393352,0.0
0.6831357,1.0
0.30941567,1.0
0.5707558,0.0
0.45622876,0.0
0.32211068,0.0
0.4152513,0.0
0.520102,0.0
0.41211227,0.0
0.825562,0.0
0.7702414,0.0
0.41641316,0.0
0.34771627,0.0
0.3855204,1.0
0.30333993,0.0
0.9162046,0.0
0.3201425,0.0
0.7678936,0.0
0.9580782,1.0
0.9501209,0.0
0.6854737,0.0
0.31052604,0.0
0.38577458,1.0
0.79825795,1.0
0.50742394,0.0
0.92480403,0.0
0.3819423,0.0
0.4304823,0.0
0.7614638,0.0
0.91093546,0.0
0.3329782,1.0
0.3349404,0.0
0.34499374,0.0
0.35251933,0.0
0.4994216,0.0
0.79734594,0.0
0.38188422,0.0
0.40521622,0.0
0.30499858,1.0
0.72520065,0.0
0.3239957,0.0
0.3820785,1.0
0.38582325,0.0
0.3998258,0.0
0.4338283,0.0
0.90120035,0.0
0.44025105,0.0
0.8387641,1.0
0.7223781,1.0
0.6693522,1.0
0.44580853,0.0
0.6909212,1.0
0.33015332,0.0
0.32842878,0.0
0.3633538,0.0
0.42270407,0.0
0.45777592,0.0
0.89151096,0.0
0.4886801,0.0
0.33902726,0.0
0.8143112,0.0
0.7074526,0.0
0.51850945,0.0
0.7015296,0.0
0.33755323,0.0
0.44139093,0.0
0.3111296,0.0
0.6701091,1.0
0.8222266,0.0
0.9467674,1.0
0.5125469,0.0
0.7406371,1.0
0.37897334,0.0
0.30261832,0.0
0.31105563,0.0
0.6791518,0.0
0.84242207,0.0
0.4665556,0.0
0.3598514,1.0
0.6674186,0.0
0.74419326,1.0
0.4082616,0.0
0.7183665,0.0
0.76008016,1.0
0.77356964,0.0
0.91595477,0.0
0.9619998,0.0
0.88697416,0.0
0.8912731,0.0
0.6385762,0.0
0.46209997,0.0
0.37201798,0.0
0.44270948,0.0
0.3910803,0.0
0.62002003,0.0
0.73992366,1.0
0.32515752,1.0
0.34112072,1.0
0.579342,0.0
0.35711402,1.0
0.42090467,0.0
0.319415,1.0
0.87965703,1.0
0.9598748,1.0
0.6913356,0.0
0.36602503,0.0
0.46439672,1.0
0.5089155,0.0
0.8379385,0.0
0.3463751,1.0
0.47318897,1.0
0.36639726,0.0
0.31660968,0.0
0.4008511,1.0
0.92710966,0.0
0.38934827,0.0
0.9127252,0.0
0.61538017,0.0
0.34449586,0.0
0.8063018,0.0
0.9455519,0.0
0.7140233,0.0
0.7233721,0.0
0.9323488,0.0
0.9252133,0.0
0.7529842,0.0
0.5879481,0.0
0.3363391,0.0
0.3879072,0.0
0.7611994,1.0
0.4340453,0.0
0.5663651,0.0
0.39865854,0.0
0.40643063,0.0
0.44923517,0.0
0.39753634,0.0
0.38158756,1.0
0.3832535,1.0
0.93922573,0.0
0.3843279,1.0
0.54139316,1.0
0.9258164,0.0
0.3329591,0.0
0.5813755,0.0
0.3326922,1.0
0.80316335,0.0
0.796677,1.0
0.3736111,0.0
0.7989806,0.0
0.6095769,0.0
0.32079375,1.0
0.9364534,0.0
0.9080033,1.0
0.5120783,0.0
0.42807913,0.0
0.3144205,1.0
0.33798915,1.0
0.5669008,0.0
0.6750801,0.0
0.38581708,1.0
0.8770017,0.0
0.38043782,0.0
0.73008233,0.0
0.7568089,1.0
0.65275514,0.0
0.9383647,0.0
0.3177728,1.0
0.55960643,0.0
0.526068,0.0
0.91285175,0.0
0.410837,0.0
0.69007564,0.0
0.33660823,0.0
0.53641194,0.0
0.7689667,0.0
0.33329394,0.0
0.50658923,1.0
0.90081257,0.0
0.68079126,1.0
0.7392559,1.0
0.31738085,0.0
0.3943373,0.0
0.71963465,0.0
0.7010601,0.0
0.29216263,0.0
0.82741266,0.0
0.882601,0.0
0.456353,0.0
0.47389668,0.0
0.7009082,0.0
0.81169015,0.0
0.6201221,0.0
0.33093393,0.0
0.6021601,0.0
0.44534513,1.0
0.5376815,0.0
0.69895756,0.0
0.8377484,1.0
0.33362037,0.0
0.9185802,0.0
0.4534792,0.0
0.6465217,0.0
0.783916,0.0
0.8384891,0.0
0.5519595,0.0
0.3151138,0.0
0.5702543,0.0
0.78713465,0.0
0.688009,0.0
0.6312771,0.0
0.94077843,1.0
0.38341385,0.0
0.65154916,0.0
0.29816946,1.0
0.31877765,0.0
0.42345294,0.0
0.6610675,0.0
0.392384,1.0
0.40343875,0.0
0.36851576,0.0
0.53736943,1.0
0.36590886,0.0
0.33986485,0.0
0.42614716,0.0
0.39813253,1.0
0.44569033,0.0
0.3843222,0.0
0.61546797,0.0
0.31116652,0.0
0.59547275,1.0
0.4186176,0.0
0.35806084,0.0
0.36133832,0.0
0.84813696,0.0
0.34447142,0.0
0.31175417,0.0
0.83256495,0.0
0.42411733,0.0
0.93342155,0.0
0.32254,0.0
0.33560747,0.0
0.4301403,0.0
0.32742274,1.0
0.52449554,0.0
0.5552704,0.0
0.68080777,1.0
0.65620023,0.0
0.6459537,0.0
0.6256733,0.0
0.41509426,0.0
0.606564,1.0
0.42444032,0.0
0.4807168,0.0
0.83230376,0.0
0.6948432,0.0
0.83795756,0.0
0.35613605,0.0
0.3786297,0.0
0.56574655,0.0
0.66405827,0.0
0.32702267,0.0
0.32075474,0.0
0.35887468,0.0
0.95887494,1.0
0.8950124,1.0
0.5164529,0.0
0.31180716,1.0
0.9385923,0.0
0.3943938,0.0
0.5428413,0.0
0.71746767,0.0
0.7491908,0.0
0.36824864,0.0
0.94782203,0.0
0.694176,1.0
0.8339941,0.0
0.68606234,0.0
0.7368016,0.0
0.5955201,0.0
0.31555355,1.0
0.49164453,0.0
0.77997327,0.0
0.42027447,0.0
0.8918468,0.0
0.4211355,0.0
0.42586717,0.0
0.33287063,0.0
0.4544147,1.0
0.82673,0.0
0.32079306,1.0
0.906232,0.0
0.62214994,1.0
0.3181581,0.0
0.30871618,0.0
0.6450315,0.0
0.31020176,0.0
0.31329182,0.0
0.50443095,1.0
0.47143415,0.0
0.39634225,1.0
0.31361428,1.0
0.83122087,0.0
0.30659804,0.0
0.6752811,1.0
0.6712537,0.0
0.52848023,0.0
0.38074395,0.0
0.34584877,0.0
0.77148825,1.0
0.3674897,0.0
0.3923845,0.0
0.8519724,0.0
0.414067,0.0
0.33467728,0.0
0.3608335,0.0
0.382824,0.0
0.75804263,0.0
0.88337404,0.0
0.94692874,0.0
0.95675325,0.0
0.9157687,1.0
0.64158684,0.0
0.46248987,0.0
0.62143934,0.0
0.68657887,0.0
0.92726964,0.0
0.7172406,0.0
0.7162383,0.0
0.40539113,0.0
0.3367673,0.0
0.6774387,1.0
0.6851378,1.0
0.5033382,0.0
0.34158936,1.0
0.4212195,0.0
0.8588955,1.0
0.3555831,0.0
0.33376908,0.0
0.9041374,0.0
0.933523,0.0
0.30684856,0.0
0.38709596,0.0
0.9459121,1.0
0.45425525,0.0
0.47980976,0.0
0.32147855,0.0
0.46293682,0.0
0.45006025,0.0
0.9215427,0.0
0.85490924,0.0
0.34446934,1.0
0.90434664,0.0
0.5271598,0.0
0.3761047,0.0
0.62713593,1.0
0.9416143,0.0
0.3397862,0.0
0.9150374,0.0
0.5074115,0.0
0.35220635,0.0
0.30401933,1.0
0.7392254,0.0
0.32012895,0.0
0.44236672,0.0
0.46734926,0.0
0.83236504,1.0
0.8027901,1.0
0.40961343,0.0
0.5746867,0.0
0.64337367,0.0
0.54579514,0.0
0.32138485,0.0
0.6917161,1.0
0.6445469,1.0
0.9367868,0.0
0.39920738,0.0
0.4594036,0.0
0.9198934,0.0
0.69623333,1.0
0.37421438,1.0
0.92923266,1.0
0.36100048,1.0
0.8101818,1.0
0.47839323,0.0
0.3095794,0.0
0.3633963,0.0
0.85749066,1.0
0.6321471,1.0
0.48138922,0.0
0.5902126,0.0
0.76720685,0.0
0.61132056,1.0
0.60274327,0.0
0.3346827,0.0
0.33148336,1.0
0.30576053,0.0
0.32287017,0.0
0.34627336,1.0
0.37842667,0.0
0.91186595,0.0
0.67317045,0.0
0.9260862,0.0
0.4051041,0.0
0.95804846,0.0
0.85937387,0.0
0.8332584,0.0
0.95389944,0.0
0.31576094,1.0
0.6034725,0.0
0.8642955,0.0
0.37683338,1.0
0.75377744,0.0
0.8043209,0.0
0.80717206,1.0
0.34874657,0.0
0.47128803,0.0
0.34809187,1.0
0.4316291,1.0
0.9135273,1.0
0.37333333,0.0
0.48898175,0.0
0.5092803,0.0
0.61803705,0.0
0.54044414,1.0
0.9450282,0.0
0.64145064,0.0
0.48782697,0.0
0.7118152,0.0
0.7873131,1.0
0.70827097,0.0
0.960648,1.0
0.32420063,0.0
0.36107785,0.0
0.53221756,0.0
0.6914232,1.0
0.45176172,1.0
0.8224672,0.0
0.5583446,0.0
0.69619936,1.0
0.41727957,1.0
0.6177295,0.0
0.40686545,0.0
0.46554863,0.0
0.8301369,0.0
0.8851764,0.0
0.3987715,0.0
0.62342983,0.0
0.90402985,1.0
0.70731074,0.0
0.47273016,0.0
0.33458433,0.0
0.7096412,1.0
0.38995707,0.0
0.32297647,0.0
0.38307938,0.0
0.8256464,0.0
0.32555205,0.0
0.8224345,0.0
0.9667642,0.0
0.64145887,0.0
0.5091875,0.0
0.95087284,0.0
0.94304514,1.0
0.9547981,0.0
0.69505954,1.0
0.68582565,1.0
0.884937,0.0
0.83715,0.0
0.7349507,1.0
0.8550679,0.0
0.818409,0.0
0.70838684,0.0
0.3886181,0.0
0.41624132,1.0
0.72684175,0.0
0.93100494,0.0
0.46868226,1.0
0.7780299,1.0
0.37230647,0.0
0.79934245,0.0
0.32123053,0.0
0.90233016,1.0
0.8418201,0.0
0.4599753,0.0
0.9657846,0.0
0.3290766,0.0
0.32051468,0.0
0.33163303,0.0
0.85533935,1.0
0.828462,0.0
0.8956136,1.0
0.9360585,1.0
0.59328324,1.0
0.3312288,1.0
0.8691197,0.0
0.7170909,1.0
0.33930144,0.0
0.8476133,0.0
0.38040948,1.0
0.54930806,0.0
0.58078486,0.0
0.5711648,0.0
0.6183805,0.0
0.83932996,0.0
0.701709,1.0
0.3975814,1.0
0.3599915,0.0
0.36798248,0.0
0.79229194,0.0
0.8083536,0.0
0.82978517,0.0
0.946041,1.0
0.36924466,0.0
0.45243168,0.0
0.37467727,0.0
0.907593,1.0
0.8562773,0.0
0.5746834,1.0
0.5116801,0.0
0.92043126,0.0
0.7030086,1.0
0.8125726,0.0
0.34625694,0.0
0.65152305,0.0
0.35975066,0.0
0.6064061,0.0
0.950602,0.0
0.5731783,0.0
0.42331314,0.0
0.86541164,0.0
0.56880593,0.0
0.341331,0.0
0.31738168,0.0
0.9211853,0.0
0.76562464,0.0
0.80250525,0.0
0.79388064,1.0
0.4249355,1.0
0.7032772,0.0
0.92765266,1.0
0.6655232,0.0
0.9555013,1.0
0.96264327,1.0
0.83532405,0.0
0.77262527,1.0
0.9075292,0.0
0.9506415,1.0
0.8014541,0.0
0.5156141,1.0
0.75947183,0.0
0.4039724,0.0
0.42519218,0.0
0.38365233,0.0
0.870515,0.0
0.8642804,0.0
0.6342845,0.0
0.57150716,1.0
0.86526656,0.0
0.8951684,0.0
0.75864595,0.0
0.7566216,1.0
0.5190066,1.0
0.66944814,0.0
0.3599695,0.0
0.60422283,0.0
0.8633271,0.0
0.5670286,0.0
0.45070335,0.0
0.3398334,0.0
0.49648592,1.0
0.3090593,0.0
0.74692786,0.0
0.88333106,0.0
0.83243144,1.0
0.5232112,0.0
0.5486453,1.0
0.3597736,0.0
0.4404264,0.0
0.33846852,0.0
0.8829692,1.0
0.31827906,0.0
0.7329246,0.0
0.41864067,1.0
0.85822785,0.0
0.45954096,0.0
0.72023535,0.0
0.37068364,1.0
0.36618078,0.0
0.67000616,1.0
0.3729051,0.0
0.75805026,0.0
0.46848485,0.0
0.3004652,1.0
0.6271291,0.0
0.85858184,0.0
0.8830633,0.0
0.4190599,0.0
0.4092171,0.0
0.6156582,0.0
0.34387034,0.0
0.8347583,0.0
0.41975832,0.0
0.34622794,0.0
0.37660447,0.0
0.9222486,1.0
0.82300293,0.0
0.4696648,0.0
0.7708141,0.0
0.31689227,0.0
0.9052518,0.0
0.8784091,0.0
0.32952672,0.0
0.8682142,0.0
0.52403396,0.0
0.77650934,0.0
0.4487659,0.0
0.40854672,0.0
0.8595162,0.0
0.88843834,0.0
0.4529619,0.0
0.31885538,0.0
0.44697544,0.0
0.4079484,0.0
0.36404088,1.0
0.33866152,1.0
0.37596056,0.0
0.4041607,0.0
0.7983669,0.0
0.3416348,1.0
0.38066518,0.0
0.46780187,0.0
0.37387115,0.0
0.37472034,1.0
0.9337669,0.0
0.9007824,0.0
0.9328758,1.0
0.44815364,0.0
0.38817424,0.0
0.33224532,0.0
0.33545014,0.0
0.39645892,1.0
0.35540688,0.0
0.9313676,0.0
0.4434509,0.0
0.5062732,0.0
0.48346528,0.0
0.73470134,0.0
0.9417667,0.0
0.56469035,0.0
0.6111838,0.0
0.33686316,1.0
0.90632194,0.0
0.9501951,0.0
0.81943446,0.0
0.49389914,1.0
0.46205682,0.0
0.4530359,0.0
0.8200641,0.0
0.65657073,1.0
0.4384954,1.0
0.3554501,0.0
0.95714587,0.0
0.8925695,1.0
0.85188717,0.0
0.7000514,0.0
0.8893328,0.0
0.7856627,1.0
0.3051466,1.0
0.5848526,1.0
0.75979143,0.0
0.8211291,0.0
0.55456746,0.0
0.85251373,0.0
0.3617064,0.0
0.37636283,1.0
0.32456768,0.0
0.31222987,0.0
0.9394127,1.0
0.36844784,0.0
0.7575004,0.0
0.4635714,0.0
0.5330695,0.0
0.76111376,0.0
0.3173172,0.0
0.3928975,0.0
0.35021833,0.0
0.8894424,0.0
0.47251692,0.0
0.79222155,0.0
0.61607856,0.0
0.5553218,0.0
0.9460962,1.0
0.87769485,0.0
0.4364511,0.0
0.5361696,0.0
0.866932,0.0
0.8260062,0.0
0.8479348,0.0
0.9140335,0.0
0.76615334,0.0
0.56459224,0.0
0.90693164,1.0
0.8507543,0.0
0.9685715,0.0
0.44493988,1.0
0.81411165,0.0
0.34743574,0.0
0.93350214,0.0
0.7484544,0.0
0.48819506,0.0
0.90905565,0.0
0.5423714,0.0
0.32559082,0.0
0.8211959,0.0
0.8647606,0.0
0.72948396,0.0
0.9617068,0.0
0.80342114,0.0
0.32153207,1.0
0.88519996,0.0
0.81282014,1.0
0.79073095,0.0
0.35102138,0.0
0.71239847,0.0
0.894348,0.0
0.9022986,0.0
0.32065874,0.0
0.728318,0.0
0.7158709,0.0
0.35437652,1.0
0.89563614,1.0
0.5652717,0.0
0.9083729,0.0
0.9265119,0.0
0.42705214,1.0
0.43049356,0.0
0.6821211,0.0
0.37532297,0.0
0.41005594,0.0
0.550364,0.0
0.7627989,0.0
0.35712904,0.0
0.63876605,0.0
0.35587534,0.0
0.3808133,0.0
0.43338558,1.0
0.3569878,0.0
0.36796215,1.0
0.70481277,0.0
0.8526946,1.0
0.4731966,0.0
0.32699856,0.0
0.91280293,0.0
0.86999315,1.0
0.8710346,1.0
0.49266505,0.0
0.90981936,0.0
0.38067093,1.0
0.48086905,1.0
0.32258418,1.0
0.91258824,1.0
0.3229356,0.0
0.5585411,0.0
0.9422396,1.0
